time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2002-03-03T12:08:19.740Z,36.502,70.482,225.6,7.4,mwc,138,,,1.06,us,usp000azhc,2017-11-07T18:27:33.187Z,"Hindu Kush region, Afghanistan",earthquake,,,,,reviewed,us,hrv
2002-01-02T17:22:48.760Z,-17.6,167.856,21,7.2,mwc,427,,,0.9,us,usp000avpw,2017-11-07T18:26:19.994Z,"Vanuatu",earthquake,,,,,reviewed,us,hrv
2001-12-12T14:02:35.040Z,-42.813,124.688,10,7.1,mwc,255,,,0.97,us,usp000aufx,2017-11-07T18:25:31.460Z,"south of Australia",earthquake,,,,,reviewed,us,hrv
2001-11-14T09:26:10.010Z,35.946,90.541,10,7.8,mwc,368,,,1.07,us,usp000asvm,2018-10-17T19:39:40.471Z,"southern Qinghai, China",earthquake,,,,,reviewed,us,hrv
2001-10-31T09:10:20.000Z,-5.912,150.196,33,7,mwc,254,,,0.92,us,usp000arz5,2017-11-07T18:23:44.467Z,"New Britain region, Papua New Guinea",earthquake,,,,,reviewed,us,hrv
2001-10-19T03:28:44.460Z,-4.102,123.907,33,7.5,mwc,234,,,1.14,us,usp000ar78,2017-11-07T18:23:09.581Z,"Banda Sea",earthquake,,,,,reviewed,us,hrv
2001-10-12T15:02:16.840Z,12.686,144.98,37,7,mwc,482,,,1.15,us,usp000aqsu,2017-11-07T18:21:52.170Z,"Guam region",earthquake,,,,,reviewed,us,hrv
2001-08-21T06:52:06.250Z,-36.813,-179.575,33,7.1,mwc,478,,,1.18,us,usp000amsn,2017-11-07T18:19:49.222Z,"east of the North Island of New Zealand",earthquake,,,,,reviewed,us,hrv
2001-07-07T09:38:43.520Z,-17.543,-72.077,33,7.6,mwc,398,,,1.15,us,usp000aj40,2018-10-17T19:39:26.258Z,"near the coast of southern Peru",earthquake,,,,,reviewed,us,hrv
2001-06-03T02:41:57.160Z,-29.666,-178.633,178.1,7.2,mwc,421,,,1.01,us,usp000afyg,2017-11-07T16:53:50.866Z,"Kermadec Islands, New Zealand",earthquake,,,,,reviewed,us,hrv
2001-02-24T07:23:48.730Z,1.271,126.249,35,7.1,mwc,426,,,1.05,us,usp000aa8b,2017-11-07T16:53:15.732Z,"Molucca Sea",earthquake,,,,,reviewed,us,hrv
2001-02-13T19:28:30.260Z,-4.68,102.562,36,7.4,mwc,221,,,1.31,us,usp000a9kc,2017-11-07T16:52:40.610Z,"southern Sumatra, Indonesia",earthquake,,,,,reviewed,us,hrv
2001-01-26T03:16:40.500Z,23.419,70.232,16,7.7,mwc,472,,,1.25,us,usp000a8ds,2018-10-17T19:39:08.123Z,"Gujarat, India",earthquake,,,,,reviewed,us,hrv
2001-01-13T17:33:32.380Z,13.049,-88.66,60,7.7,mwc,427,,,1.13,us,usp000a7m5,2018-10-17T19:39:00.654Z,"offshore El Salvador",earthquake,,,,,reviewed,us,hrv
2001-01-10T16:02:44.230Z,57.078,-153.211,33,7,mwc,549,,,1.17,us,usp000a7f2,2017-11-07T16:47:50.019Z,"Kodiak Island region, Alaska",earthquake,,,,,reviewed,us,hrv
2001-01-09T16:49:28.000Z,-14.928,167.17,103,7.1,mwb,372,,,1.15,us,usp000a7cv,2017-11-07T16:41:50.772Z,"Vanuatu",earthquake,,,,,reviewed,us,us
2001-01-01T06:57:04.170Z,6.898,126.579,33,7.5,mwc,324,,,1.06,us,usp000a70h,2017-11-07T16:40:53.714Z,"Mindanao, Philippines",earthquake,,,,,reviewed,us,hrv
2000-12-06T17:11:06.400Z,39.566,54.799,30,7,mwc,495,,,0.9,us,usp000a5m7,2017-11-07T16:39:40.839Z,"Turkmenistan",earthquake,,,,,reviewed,us,hrv
2000-11-17T21:01:56.490Z,-5.496,151.781,33,7.8,mwc,346,,,1.07,us,usp000a45f,2018-10-17T19:38:52.898Z,"New Britain region, Papua New Guinea",earthquake,,,,,reviewed,us,hrv
2000-11-16T07:42:16.930Z,-5.233,153.102,30,7.8,mwc,294,,,1.31,us,usp000a3sp,2018-10-17T19:38:43.520Z,"New Ireland region, Papua New Guinea",earthquake,,,,,reviewed,us,hrv
2000-11-16T04:54:56.740Z,-3.98,152.169,33,8,mwc,254,,,1.2,us,usp000a3qq,2018-10-17T19:38:35.171Z,"New Ireland region, Papua New Guinea",earthquake,,,,,reviewed,us,hrv
2000-10-29T08:37:08.770Z,-4.766,153.945,50,7,mwc,60,,,0.96,us,usp000a2mw,2017-11-07T16:26:33.181Z,"New Ireland region, Papua New Guinea",earthquake,,,,,reviewed,us,hrv
2000-10-04T16:58:44.310Z,-15.421,166.91,23,7,mwc,357,,,1.16,us,usp000a18v,2017-11-03T15:24:09.343Z,"Vanuatu",earthquake,,,,,reviewed,us,hrv
2000-08-06T07:27:12.900Z,28.856,139.556,394.8,7.4,mwc,588,,,0.9,us,usp0009xzy,2017-11-07T16:24:23.950Z,"Bonin Islands, Japan region",earthquake,,,,,reviewed,us,hrv
2000-06-18T14:44:13.310Z,-13.802,97.453,10,7.9,mwc,405,,,1.16,us,usp0009ut0,2018-10-17T19:38:26.361Z,"South Indian Ocean",earthquake,,,,,reviewed,us,hrv
2000-06-04T16:28:26.170Z,-4.721,102.087,33,7.9,mwc,379,,,1.1,us,usp0009txv,2018-10-17T19:38:17.689Z,"southern Sumatra, Indonesia",earthquake,,,,,reviewed,us,hrv
2000-05-12T18:43:18.120Z,-23.548,-66.452,225,7.2,mwc,,,,0.86,us,usp0009suu,2017-11-07T16:21:24.397Z,"Jujuy, Argentina",earthquake,,4.6,,,reviewed,us,hrv
2000-05-04T04:21:16.210Z,-1.105,123.573,26,7.6,mwc,,,,1.14,us,usp0009sbh,2018-10-17T19:38:07.682Z,"Sulawesi, Indonesia",earthquake,,,,,reviewed,us,hrv
2000-04-23T09:27:23.320Z,-28.307,-62.99,608.5,7,mwb,,,,0.89,us,usp0009rrc,2017-11-07T16:14:17.222Z,"Santiago Del Estero, Argentina",earthquake,,,,,reviewed,us,us
2000-03-28T11:00:22.510Z,22.338,143.73,126.5,7.6,mwc,,,,1.22,us,usp0009qb4,2018-10-17T19:37:57.922Z,"Volcano Islands, Japan region",earthquake,,,,,reviewed,us,hrv
2000-02-25T01:43:58.640Z,-19.528,173.818,33,7.1,mwc,,,,1.2,us,usp0009nxg,2017-11-07T16:17:30.218Z,"Vanuatu region",earthquake,,,,,reviewed,us,hrv
2000-01-08T16:47:20.580Z,-16.925,-174.248,183.4,7.2,mwc,,,,1.25,us,usp0009kx3,2017-11-07T16:16:22.048Z,"Tonga",earthquake,,,,,reviewed,us,hrv
1999-12-11T18:03:36.450Z,15.766,119.74,33,7.3,mwc,,,,1,us,usp0009jr8,2017-04-26T17:56:40.750Z,"Luzon, Philippines",earthquake,,,,,reviewed,us,hrv
1999-12-06T23:12:33.920Z,57.413,-154.489,66,7,mwc,,,,1.16,us,usp0009jj1,2016-11-09T03:49:58.146Z,"Kodiak Island region, Alaska",earthquake,,,,,reviewed,us,hrv
1999-11-26T13:21:15.570Z,-16.423,168.214,33,7.5,mwc,,,,1.2,us,usp0009j4n,2018-10-17T17:11:09.947Z,"Vanuatu",earthquake,,,,,reviewed,us,hrv
1999-11-19T13:56:46.450Z,-6.351,148.763,33,7,mwc,,,,1.12,us,usp0009huj,2017-04-26T17:56:33.290Z,"New Britain region, Papua New Guinea",earthquake,,,,,reviewed,us,hrv
1999-11-15T05:42:43.220Z,-1.339,88.976,10,7,mwc,,,,0.99,us,usp0009hnt,2016-11-10T00:52:10.626Z,"South Indian Ocean",earthquake,,,,,reviewed,us,hrv
1999-11-12T16:57:19.550Z,40.758,31.161,10,7.2,mwc,,,,1.11,us,usp0009hev,2017-04-26T17:56:31.582Z,"western Turkey",earthquake,,,,,reviewed,us,hrv
1999-10-16T09:46:44.460Z,34.6033333,-116.265,13.73,7.1,mw,73,57,,0.31,ci,ci9108652,2017-04-26T17:56:24.046Z,"16km SW of Ludlow, CA",earthquake,0.35,31.61,,0,reviewed,ci,ci
1999-09-30T16:31:15.690Z,16.059,-96.931,60.6,7.5,mwc,,,,0.93,us,usp0009f7v,2018-10-17T17:11:00.703Z,"Oaxaca, Mexico",earthquake,,2.5,,,reviewed,us,hrv
1999-09-20T17:47:18.490Z,23.772,120.982,33,7.7,mwc,,,,1.11,us,usp0009eq0,2018-10-17T17:10:51.799Z,"Taiwan",earthquake,,,,,reviewed,us,hrv
1999-08-17T00:01:39.130Z,40.748,29.864,17,7.6,mwc,,,,1.27,us,usp0009d4z,2018-10-17T17:10:43.080Z,"western Turkey",earthquake,,,,,reviewed,us,hrv
1999-06-15T20:42:05.930Z,18.386,-97.436,70,7,mwc,,,,1.06,us,usp00099y6,2017-04-26T17:56:01.594Z,"Puebla, Mexico",earthquake,,,,,reviewed,us,hrv
1999-05-16T00:51:20.460Z,-4.751,152.486,73.7,7.1,mwc,,,,0.95,us,usp000982a,2017-04-26T17:55:56.841Z,"New Britain region, Papua New Guinea",earthquake,,2.2,,,reviewed,us,hrv
1999-05-10T20:33:02.090Z,-5.159,150.88,138,7.1,mwb,,,,0.93,us,usp00097rj,2017-04-26T17:55:55.623Z,"New Britain region, Papua New Guinea",earthquake,,,,,reviewed,us,us
1999-04-08T13:10:34.080Z,43.607,130.35,565.7,7.1,mwc,,,,0.84,us,usp00095z9,2016-11-10T00:31:05.094Z,"Jilin-Heilongjiang border region, China",earthquake,,,,,reviewed,us,hrv
1999-04-05T11:08:04.000Z,-5.591,149.568,150,7.4,mwc,,,,1.05,us,usp00095u8,2017-04-26T17:55:48.938Z,"New Britain region, Papua New Guinea",earthquake,,,,,reviewed,us,hrv
1999-03-04T08:52:01.900Z,5.397,121.937,33,7.1,mwc,,,,1.17,us,usp00093u0,2017-04-26T17:55:39.703Z,"Sulu Archipelago, Philippines",earthquake,,,,,reviewed,us,hrv
1999-02-06T21:47:59.470Z,-12.853,166.697,90.1,7.3,mwc,,,,1.17,us,usp00092cr,2017-04-26T17:55:33.380Z,"Santa Cruz Islands",earthquake,,,,,reviewed,us,hrv
1999-01-19T03:35:33.840Z,-4.596,153.235,114.1,7,mwc,,,,1.34,us,usp00091ag,2017-04-26T17:55:26.884Z,"New Ireland region, Papua New Guinea",earthquake,,,,,reviewed,us,hrv
1998-11-29T14:10:31.960Z,-2.071,124.891,33,7.7,mwc,,,,1.23,us,usp0008yx2,2018-10-17T17:10:20.254Z,"Banda Sea",earthquake,,,,,reviewed,us,hrv
1998-11-09T05:38:44.220Z,-6.92,128.946,33,7,mwc,,,,1.09,us,usp0008xw8,2017-04-26T17:55:17.140Z,"Banda Sea",earthquake,,,,,reviewed,us,hrv
1998-08-20T06:40:55.820Z,28.932,139.329,440.5,7.1,mwb,,,,0.92,us,usp0008tje,2016-11-10T00:43:29.483Z,"Bonin Islands, Japan region",earthquake,,2.6,,,reviewed,us,us
1998-08-04T18:59:20.100Z,-0.593,-80.393,33,7.2,mwc,,,,0.94,us,usp0008ssb,2017-04-26T17:54:53.896Z,"near the coast of Ecuador",earthquake,,,,,reviewed,us,hrv
1998-07-17T08:49:13.280Z,-2.961,141.926,10,7,mwc,,,,1.28,us,usp0008rpa,2017-04-26T17:54:50.390Z,"near the north coast of New Guinea, Papua New Guinea",earthquake,,,,,reviewed,us,hrv
1998-07-16T11:56:36.420Z,-11.04,166.16,110.2,7,mwc,,,,0.88,us,usp0008rm2,2017-04-26T17:54:49.044Z,"Santa Cruz Islands",earthquake,,,,,reviewed,us,hrv
1998-05-03T23:30:21.910Z,22.306,125.308,33,7.5,mwb,,,,0.99,us,usp0008mdk,2017-04-08T21:25:00.575Z,"southeast of Taiwan",earthquake,,,,,reviewed,us,us
1998-04-01T17:56:23.360Z,-0.544,99.261,55.7,7,mwc,,,,0.92,us,usp0008jd7,2017-04-26T17:54:30.482Z,"southern Sumatra, Indonesia",earthquake,,4.9,,,reviewed,us,hrv
1998-03-29T19:48:16.210Z,-17.552,-179.092,537.2,7.2,mwc,,,,1.02,us,usp0008j7s,2016-11-10T00:30:13.776Z,"Fiji region",earthquake,,,,,reviewed,us,hrv
1998-01-30T12:16:08.690Z,-23.913,-70.207,42,7.1,mwc,,,,1.11,us,usp0008f7c,2017-04-26T17:54:22.888Z,"Antofagasta, Chile",earthquake,,,,,reviewed,us,hrv
1998-01-04T06:11:58.970Z,-22.301,170.911,100.6,7.5,mwc,,,,0.88,us,usp0008dqq,2018-10-17T17:10:03.847Z,"southeast of the Loyalty Islands",earthquake,,,,,reviewed,us,hrv
1997-12-22T02:05:50.080Z,-5.495,147.867,179.3,7.2,mwc,,,,0.96,us,usp0008d0r,2017-04-26T17:54:15.721Z,"eastern New Guinea region, Papua New Guinea",earthquake,,,,,reviewed,us,hrv
1997-12-05T11:26:54.690Z,54.841,162.035,33,7.8,mwc,,,,1.02,us,usp0008btk,2018-10-17T17:09:54.483Z,"near the east coast of the Kamchatka Peninsula, Russia",earthquake,,,,,reviewed,us,hrv
1997-11-25T12:14:33.630Z,1.241,122.536,24,7,mwc,,,,1.18,us,usp0008baj,2017-04-26T17:54:10.781Z,"Minahasa, Sulawesi, Indonesia",earthquake,,,,,reviewed,us,hrv
1997-11-15T18:59:24.300Z,-15.145,167.375,123.1,7,mwc,,,,1.09,us,usp0008aqx,2017-04-26T17:54:08.894Z,"Vanuatu",earthquake,,,,,reviewed,us,hrv
1997-11-08T10:02:52.610Z,35.069,87.325,33,7.5,mwc,,,,1.38,us,usp0008a97,2018-10-17T17:09:45.643Z,"western Xizang",earthquake,,,,,reviewed,us,hrv
1997-10-28T06:15:17.330Z,-4.368,-76.681,112,7.2,mwc,,,,0.85,us,usp00089q2,2017-04-26T17:54:05.841Z,"northern Peru",earthquake,,,,,reviewed,us,hrv
1997-10-15T01:03:33.460Z,-30.933,-71.22,58,7.1,mwc,,,,1.05,us,usp000892b,2017-04-26T17:54:04.068Z,"Coquimbo, Chile",earthquake,,,,,reviewed,us,hrv
1997-10-14T09:53:18.150Z,-22.101,-176.772,167.3,7.8,mwb,,,,0.93,us,usp000890q,2018-10-17T17:09:37.228Z,"south of the Fiji Islands",earthquake,,,,,reviewed,us,us
1997-09-20T16:11:32.150Z,-28.683,-177.624,30,7,mwc,,,,0.99,us,usp00087s6,2016-11-10T00:46:26.397Z,"Kermadec Islands region",earthquake,,,,,reviewed,us,hrv
1997-07-09T19:24:13.170Z,10.598,-63.486,19.9,7,mwc,,,,1.25,us,usp00084m2,2017-04-26T17:53:47.357Z,"Sucre, Venezuela",earthquake,,3.1,,,reviewed,us,hrv
1997-05-25T23:22:33.190Z,-32.115,179.791,332.7,7.1,mwc,,,,1.16,us,usp00082uf,2016-11-09T03:12:03.900Z,"south of the Kermadec Islands",earthquake,,,,,reviewed,us,hrv
1997-05-10T07:57:29.720Z,33.825,59.809,10,7.3,mwb,,,,1.12,us,usp000820p,2017-04-26T17:53:30.582Z,"eastern Iran",earthquake,,,,,reviewed,us,us
1997-04-21T12:02:26.430Z,-12.584,166.676,33,7.7,mwc,,,,0.93,us,usp00080wt,2018-10-17T17:09:29.116Z,"Santa Cruz Islands",earthquake,,,,,reviewed,us,hrv
1997-02-27T21:08:02.360Z,29.976,68.208,33,7.1,mwc,,,,1.17,us,usp0007xx2,2017-04-26T17:53:07.644Z,"Pakistan",earthquake,,,,,reviewed,us,hrv
1997-01-23T02:15:22.970Z,-21.999,-65.719,276.2,7.1,mwc,,,,0.94,us,usp0007w7v,2016-11-10T00:24:27.843Z,"Potosi, Bolivia",earthquake,,,,,reviewed,us,hrv
1997-01-11T20:28:26.020Z,18.219,-102.756,33,7.2,mwb,,,,1.09,us,usp0007vrx,2017-04-26T17:52:58.479Z,"Michoacan, Mexico",earthquake,,,,,reviewed,us,us
1996-11-12T16:59:44.030Z,-14.993,-75.675,33,7.7,mwc,,,,1.11,us,usp0007swp,2018-10-17T17:09:20.308Z,"near the coast of central Peru",earthquake,,,,,reviewed,us,hrv
1996-08-05T22:38:22.090Z,-20.69,-178.31,550.2,7.4,mwc,,,,0.9,us,usp0007n5m,2016-11-10T00:42:07.581Z,"Fiji region",earthquake,,,,,reviewed,us,hrv
1996-07-22T14:19:35.770Z,1,120.45,33,7,mwc,,,,1.2,us,usp0007me1,2017-04-26T17:52:07.789Z,"Minahasa, Sulawesi, Indonesia",earthquake,,,,,reviewed,us,hrv
1996-06-17T11:22:18.540Z,-7.137,122.589,587.3,7.9,mwc,,,,1.2,us,usp0007jw8,2016-11-10T02:39:19.386Z,"Flores Sea",earthquake,,,,,reviewed,us,hrv
1996-06-11T18:22:55.730Z,12.614,125.154,33,7.1,mwc,,,,0.9,us,usp0007jkw,2017-04-26T17:52:02.375Z,"Samar, Philippines",earthquake,,,,,reviewed,us,hrv
1996-06-10T15:24:56.000Z,51.478,-176.847,26.3,7.3,mwc,,,,1,us,usp0007jfz,2017-04-13T22:08:42.349Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake,,,,,reviewed,us,hrv
1996-06-10T04:03:35.480Z,51.564,-177.632,33,7.9,mwc,,,,0.9,us,usp0007jcu,2018-10-17T17:09:11.106Z,"Andreanof Islands, Aleutian Islands, Alaska",earthquake,,,,,reviewed,us,hrv
1996-06-02T02:52:09.550Z,10.797,-42.254,10,7,mwc,,,,1.1,us,usp0007j1e,2016-11-10T00:36:43.855Z,"northern Mid-Atlantic Ridge",earthquake,,,,,reviewed,us,hrv
1996-04-29T14:40:41.090Z,-6.518,154.999,44,7.2,mwc,,,,1,us,usp0007gqq,2017-04-26T17:51:54.597Z,"Bougainville region, Papua New Guinea",earthquake,,,,,reviewed,us,hrv
1996-04-16T00:30:54.670Z,-24.061,-177.036,110.9,7.2,mwb,,,,1,us,usp0007g84,2016-11-10T00:31:42.917Z,"south of the Fiji Islands",earthquake,,,,,reviewed,us,us
1996-02-25T03:08:15.870Z,15.978,-98.07,21.1,7.1,mw,,,,1.2,us,usp0007dv6,2017-04-26T17:51:42.850Z,"offshore Oaxaca, Mexico",earthquake,,,,,reviewed,us,hrv
1996-02-21T12:51:01.300Z,-9.593,-79.587,10,7.5,mw,,,,1.2,us,usp0007dmb,2018-10-17T17:08:59.237Z,"off the coast of northern Peru",earthquake,,,,,reviewed,us,hrv
1996-02-07T21:36:46.300Z,45.324,149.892,42.6,7.2,mw,,,,1.1,us,usp0007chh,2016-11-10T00:25:38.297Z,"Kuril Islands",earthquake,,,,,reviewed,us,hrv
1996-01-01T08:05:10.830Z,0.729,119.931,24,7.9,mw,,,,1.2,us,usp00079zv,2018-10-17T17:08:42.708Z,"Minahasa, Sulawesi, Indonesia",earthquake,,,,,reviewed,us,hrv
1995-12-25T04:43:24.460Z,-6.903,129.151,141.9,7.1,mw,,,,1,us,usp00079k5,2017-04-26T17:51:27.650Z,"Banda Sea",earthquake,,,,,reviewed,us,hrv
1995-12-03T18:01:08.990Z,44.663,149.3,33,7.9,mw,,,,1.1,us,usp000782n,2018-10-17T17:08:32.970Z,"Kuril Islands",earthquake,,,,,reviewed,us,hrv
1995-11-22T04:15:11.940Z,28.826,34.799,10,7.2,mw,,,,1.3,us,usp0007788,2017-04-26T17:51:19.917Z,"Egypt",earthquake,,,,,reviewed,us,hrv
1995-10-21T02:38:57.120Z,16.84,-93.469,159.3,7.2,mw,,,,1.1,us,usp00075gf,2017-04-26T17:51:14.038Z,"Chiapas, Mexico",earthquake,,,,,reviewed,us,hrv
1995-10-18T10:37:26.380Z,27.929,130.175,28.4,7.1,mw,,,,1.2,us,usp00075bd,2017-04-26T17:51:11.476Z,"Ryukyu Islands, Japan",earthquake,,,,,reviewed,us,hrv
1995-10-09T15:35:53.910Z,19.055,-104.205,33,8,mw,,,,1.3,us,usp00074vc,2018-10-17T17:08:22.713Z,"Colima, Mexico",earthquake,,,,,reviewed,us,hrv
1995-10-03T01:51:23.900Z,-2.75,-77.881,24.4,7,mw,,,,0.9,us,usp00074c4,2017-04-26T17:51:04.288Z,"Peru-Ecuador border region",earthquake,,,,,reviewed,us,hrv
1995-09-14T14:04:31.430Z,16.779,-98.597,23,7.4,mwb,,,,1.2,us,usp00073c5,2017-04-26T17:50:57.886Z,"Guerrero, Mexico",earthquake,,,,,reviewed,us,us
1995-08-23T07:06:02.760Z,18.856,145.218,594.9,7.1,mwb,,,,0.9,us,usp00072a1,2016-11-10T00:43:45.580Z,"Pagan region, Northern Mariana Islands",earthquake,,,,,reviewed,us,us
1995-08-16T23:10:23.980Z,-5.771,154.347,33,7.2,mw,,,,1.2,us,usp00071xh,2017-04-26T17:50:54.115Z,"Bougainville region, Papua New Guinea",earthquake,,,,,reviewed,us,hrv
1995-08-16T10:27:28.630Z,-5.799,154.178,30.1,7.7,mw,,,,1.3,us,usp00071w4,2018-10-17T17:08:13.858Z,"Bougainville region, Papua New Guinea",earthquake,,,,,reviewed,us,hrv
1995-07-30T05:11:23.630Z,-23.34,-70.294,45.6,8,mw,,,,1.1,us,usp000714t,2018-10-17T17:08:05.822Z,"Antofagasta, Chile",earthquake,,,,,reviewed,us,hrv
1995-07-03T19:50:50.620Z,-29.211,-177.589,35.3,7.2,mwb,,,,1.2,us,usp000702z,2016-11-10T00:39:26.807Z,"Kermadec Islands, New Zealand",earthquake,,,,,reviewed,us,us
1995-05-27T13:03:52.650Z,52.629,142.827,11,7.1,mwb,,,,0.9,us,usp0006y50,2017-04-26T17:50:30.208Z,"Sakhalin, Russia",earthquake,,,,,reviewed,us,us
1995-05-16T20:12:44.220Z,-23.008,169.9,20.2,7.7,mw,,,,1.3,us,usp0006xg1,2018-10-17T17:07:58.629Z,"southeast of the Loyalty Islands",earthquake,,,,,reviewed,us,hrv
1995-05-05T03:53:45.050Z,12.626,125.297,16,7.1,mw,,,,0.9,us,usp0006ww5,2017-04-26T17:50:20.494Z,"Samar, Philippines",earthquake,,,,,reviewed,us,hrv
1995-04-21T00:34:46.090Z,12.059,125.58,20.7,7.2,mw,,,,1.2,us,usp0006vz9,2017-04-26T17:50:13.630Z,"Samar, Philippines",earthquake,,,,,reviewed,us,hrv
1995-04-07T22:06:56.890Z,-15.199,-173.529,21.2,7.4,mw,,,,1.1,us,usp0006vb3,2016-11-10T02:39:11.988Z,"Tonga",earthquake,,,,,reviewed,us,hrv
1995-02-05T22:51:05.140Z,-37.759,178.752,21.1,7.1,mw,,,,1,us,usp0006sef,2017-04-26T17:49:56.397Z,"off the east coast of the North Island of New Zealand",earthquake,,,,,reviewed,us,hrv
1995-01-06T22:37:34.320Z,40.246,142.175,26.9,7,mw,,,,0.9,us,usp0006qyz,2017-04-26T17:49:52.543Z,"near the east coast of Honshu, Japan",earthquake,,,,,reviewed,us,hrv
1994-12-28T12:19:23.030Z,40.525,143.419,26.5,7.8,mw,,,,1.1,us,usp0006qh3,2018-10-17T17:07:49.882Z,"off the east coast of Honshu, Japan",earthquake,,,,,reviewed,us,hrv
1994-11-14T19:15:30.660Z,13.525,121.067,31.5,7.1,mw,,,,1.1,us,usp0006nn2,2017-04-26T17:49:42.681Z,"Mindoro, Philippines",earthquake,,,,,reviewed,us,hrv
1994-10-09T07:55:39.580Z,43.905,147.916,33,7.3,mw,,,,0.9,us,usp0006ku9,2017-04-26T17:49:36.356Z,"Kuril Islands",earthquake,,,,,reviewed,us,hrv
1994-09-01T15:15:48.310Z,40.4055,-126.3028333,4.972,7,mw,271,271,1.504,0.34,nc,nc30056327,2017-04-26T17:49:28.107Z,"off the coast of Northern California",earthquake,2.04,2.33,,3,reviewed,nc,nc
1994-07-21T18:36:31.740Z,42.34,132.865,471.4,7.3,mw,,,,0.9,us,usp0006fyv,2016-11-10T00:40:54.911Z,"Primor'ye, Russia",earthquake,,,,,reviewed,us,hrv
1994-07-13T02:35:56.020Z,-16.62,167.518,33,7.2,mw,,,,1.3,us,usp0006fjg,2017-04-26T17:49:16.177Z,"Vanuatu",earthquake,,,,,reviewed,us,hrv
1994-06-02T18:17:34.020Z,-10.477,112.835,18.4,7.8,mw,,,,1.1,us,usp0006djk,2018-10-17T17:07:30.401Z,"south of Java, Indonesia",earthquake,,4,,,reviewed,us,hrv
1994-03-14T04:30:15.750Z,-1.278,-23.569,10,7,mw,,,,1.4,us,usp00069pg,2015-06-30T16:59:01.886Z,"central Mid-Atlantic Ridge",earthquake,,,,,reviewed,us,hrv
1994-03-09T23:28:06.780Z,-18.039,-178.413,562.5,7.6,mw,,,,1,us,usp00069fm,2016-11-10T02:39:09.059Z,"Fiji region",earthquake,,,,,reviewed,us,hrv
1994-02-12T17:58:23.990Z,-20.553,169.361,27.7,7,mwb,,,,1,us,usp00068eg,2017-04-26T17:48:40.502Z,"Vanuatu",earthquake,,,,,reviewed,us,us
1994-01-21T02:24:29.960Z,1.015,127.733,19.9,7,mwb,,,,1.2,us,usp0006744,2017-04-26T17:48:36.904Z,"Halmahera, Indonesia",earthquake,,,,,reviewed,us,us
1993-12-29T07:48:14.200Z,-20.23,169.789,33,7,mw,,,,1.1,us,usp00065sh,2017-04-26T17:48:27.383Z,"Vanuatu",earthquake,,,,,reviewed,us,hrv
1993-11-13T01:18:04.180Z,51.934,158.647,34,7,mw,,,,1,us,usp00063mj,2017-04-26T17:48:23.023Z,"near the east coast of the Kamchatka Peninsula, Russia",earthquake,,,,,reviewed,us,hrv
1993-09-10T19:12:54.620Z,14.717,-92.645,34.1,7.2,mw,,,,1.3,us,usp0006030,2017-04-26T17:48:05.747Z,"offshore Chiapas, Mexico",earthquake,,,,,reviewed,us,hrv
1993-08-10T00:51:53.250Z,-45.277,166.927,28.1,7,mw,,,,1.1,us,usp0005y7g,2017-04-26T17:48:00.042Z,"off the west coast of the South Island of New Zealand",earthquake,,,,,reviewed,us,hrv
1993-08-09T12:42:48.190Z,36.379,70.868,214.5,7,mwb,,,,1.2,us,usp0005y6k,2016-11-10T00:42:27.473Z,"Hindu Kush region, Afghanistan",earthquake,,,,,reviewed,us,us
1993-08-08T08:34:24.930Z,12.982,144.801,59.3,7.8,mw,,,,1.1,us,usp0005y3k,2018-10-17T17:07:21.812Z,"Guam region",earthquake,,,,,reviewed,us,hrv
1993-07-12T13:17:11.960Z,42.851,139.197,16.7,7.7,mw,,,,1,us,usp0005w12,2018-10-17T17:07:13.250Z,"Hokkaido, Japan region",earthquake,,,,,reviewed,us,hrv
1993-06-08T13:03:36.480Z,51.218,157.829,70.6,7.5,mw,,,,1,us,usp0005u7b,2018-10-17T17:07:04.550Z,"near the east coast of the Kamchatka Peninsula, Russia",earthquake,,,,,reviewed,us,hrv
1993-05-24T23:51:28.240Z,-22.671,-66.543,221,7,mwb,,,,0.8,us,usp0005te6,2015-06-30T16:59:01.815Z,"Jujuy, Argentina",earthquake,,,,,reviewed,us,us
1993-05-11T18:26:51.320Z,7.219,126.57,58.7,7,mwb,,,,1.1,us,usp0005sm4,2017-04-26T17:47:41.418Z,"Mindanao, Philippines",earthquake,,,,,reviewed,us,us
1993-03-06T03:05:49.870Z,-10.972,164.181,20.4,7.1,mwb,,,,1.2,us,usp0005p26,2016-11-10T00:27:58.759Z,"Santa Cruz Islands region",earthquake,,,,,reviewed,us,us
1993-01-15T11:06:05.950Z,43.3,143.691,102.2,7.6,mw,,,,1.5,us,usp0005ktj,2018-10-17T17:06:55.933Z,"Hokkaido, Japan region",earthquake,,,,,reviewed,us,hrv
1992-12-20T20:52:47.280Z,-6.582,130.393,77.7,7.3,mw,,,,1.2,us,usp0005jjt,2017-04-26T17:47:23.876Z,"Banda Sea",earthquake,,,,,reviewed,us,hrv
1992-12-12T05:29:26.350Z,-8.48,121.896,27.7,7.8,mw,,,,1.4,us,usp0005j5a,2018-10-17T17:06:48.579Z,"Flores region, Indonesia",earthquake,,,,,reviewed,us,hrv
